Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Bench Press (Barbell)",1,80.0,8.0,0,0.0,"","",
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Bench Press (Barbell)",2,80.0,8.0,0,0.0,,,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Bench Press (Barbell)",3,100.0,5.0,0,0.0,,,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Overhead Press (Barbell)",1,60.0,4.0,0,0.0,"",,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Overhead Press (Barbell)",2,60.0,4.0,0,0.0,,,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Overhead Press (Barbell)",3,60.0,4.0,0,0.0,,,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Wide Pull Up",1,0.0,6.0,0,0.0,"",,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Wide Pull Up",2,0.0,6.0,0,0.0,,,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Wide Pull Up",3,0.0,6.0,0,0.0,,,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Bench Press - Close Grip (Barbell)",1,60.0,10.0,0,0.0,"",,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Bench Press - Close Grip (Barbell)",2,60.0,10.0,0,0.0,,,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Bench Press - Close Grip (Barbell)",3,60.0,10.0,0,0.0,,,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Seated Row (Cable)",1,50.0,15.0,0,0.0,"",,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Seated Row (Cable)",2,50.0,15.0,0,0.0,,,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Seated Row (Cable)",3,50.0,15.0,0,0.0,,,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Chest Fly",1,12.0,21.0,0,0.0,"",,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Chest Fly",2,12.0,21.0,0,0.0,,,
2019-06-29 16:34:09,"Afternoon Workout",123h 44m,"Chest Fly",3,12.0,21.0,0,0.0,,,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Squat (Barbell)",1,120.0,5.0,0,0.0,"","",
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Squat (Barbell)",2,120.0,5.0,0,0.0,,,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Squat (Barbell)",3,120.0,5.0,0,0.0,,,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Squat (Barbell)",4,120.0,5.0,0,0.0,,,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Deadlift (Barbell)",1,140.0,4.0,0,0.0,"",,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Deadlift (Barbell)",2,140.0,4.0,0,0.0,,,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Deadlift (Barbell)",3,140.0,4.0,0,0.0,,,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Deadlift (Barbell)",4,140.0,4.0,0,0.0,,,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Leg Press",1,120.0,15.0,0,0.0,"",,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Leg Press",2,160.0,15.0,0,0.0,,,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Leg Press",3,160.0,15.0,0,0.0,,,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Seated Leg Curl (Machine)",1,55.0,12.0,0,0.0,"",,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Seated Leg Curl (Machine)",2,80.0,6.0,0,0.0,,,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Seated Leg Curl (Machine)",3,65.0,10.0,0,0.0,,,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Seated Leg Curl (Machine)",4,65.0,10.0,0,0.0,,,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Standing Calf Raise (Machine)",1,60.0,20.0,0,0.0,"",,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Standing Calf Raise (Machine)",2,60.0,20.0,0,0.0,,,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Standing Calf Raise (Machine)",3,60.0,20.0,0,0.0,,,
2019-07-04 20:20:41,"Evening Workout",2h 26m,"Standing Calf Raise (Machine)",4,60.0,20.0,0,0.0,,,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Bench Press (Barbell)",1,100.0,5.0,0,0.0,"","",
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Bench Press (Barbell)",2,100.0,5.0,0,0.0,,,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Bench Press (Barbell)",3,100.0,5.0,0,0.0,,,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Incline Bench Press (Dumbbell)",1,26.0,10.0,0,0.0,"",,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Incline Bench Press (Dumbbell)",2,30.0,10.0,0,0.0,,,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Incline Bench Press (Dumbbell)",3,34.0,9.0,0,0.0,,,9
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Incline Bench Press (Dumbbell)",4,34.0,8.0,0,0.0,,,10
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"T Bar Row",1,60.0,5.0,0,0.0,"",,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"T Bar Row",2,70.0,5.0,0,0.0,,,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"T Bar Row",3,70.0,5.0,0,0.0,,,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"T Bar Row",4,70.0,5.0,0,0.0,,,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Lat Pulldown (Cable)",1,65.0,10.0,0,0.0,"",,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Lat Pulldown (Cable)",2,65.0,10.0,0,0.0,,,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Lat Pulldown (Cable)",3,65.0,10.0,0,0.0,,,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Lat Pulldown (Cable)",4,65.0,10.0,0,0.0,,,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Shoulder Press (Machine)",1,121.25,8.0,0,0.0,"",,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Shoulder Press (Machine)",2,121.25,8.0,0,0.0,,,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Shoulder Press (Machine)",3,143.3,7.0,0,0.0,,,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Triceps Extension (Cable)",1,25.0,10.0,0,0.0,"",,
2019-07-06 14:36:03,"Afternoon Workout",4h 19m,"Triceps Extension (Cable)",2,25.0,10.0,0,0.0,,,
2019-07-10 19:09:07,"Upper Power",47h 31m,"Bench Press (Barbell)",1,110.0,3.0,0,0.0,"","",
2019-07-10 19:09:07,"Upper Power",47h 31m,"Bench Press (Barbell)",2,100.0,6.0,0,0.0,,,
2019-07-10 19:09:07,"Upper Power",47h 31m,"Bench Press (Barbell)",3,100.0,6.0,0,0.0,,,
2019-07-10 19:09:07,"Upper Power",47h 31m,"Bench Press (Barbell)",4,100.0,5.0,0,0.0,,,
2019-07-10 19:09:07,"Upper Power",47h 31m,"Incline Bench Press (Dumbbell)",1,30.0,10.0,0,0.0,"",,
2019-07-10 19:09:07,"Upper Power",47h 31m,"Incline Bench Press (Dumbbell)",2,34.0,6.0,0,0.0,,,
2019-07-10 19:09:07,"Upper Power",47h 31m,"Incline Bench Press (Dumbbell)",3,34.0,10.0,0,0.0,,,10
2019-07-10 19:09:07,"Upper Power",47h 31m,"Incline Bench Press (Dumbbell)",4,30.0,10.0,0,0.0,,,10
2019-07-10 19:09:07,"Upper Power",47h 31m,"T Bar Row",1,60.0,8.0,0,0.0,"",,
2019-07-10 19:09:07,"Upper Power",47h 31m,"T Bar Row",2,70.0,5.0,0,0.0,,,
2019-07-10 19:09:07,"Upper Power",47h 31m,"T Bar Row",3,70.0,5.0,0,0.0,,,
2019-07-10 19:09:07,"Upper Power",47h 31m,"T Bar Row",4,70.0,5.0,0,0.0,,,
2019-07-10 19:09:07,"Upper Power",47h 31m,"Lat Pulldown (Cable)",1,65.0,10.0,0,0.0,"",,
2019-07-10 19:09:07,"Upper Power",47h 31m,"Lat Pulldown (Cable)",2,65.0,12.0,0,0.0,,,
2019-07-10 19:09:07,"Upper Power",47h 31m,"Lat Pulldown (Cable)",3,70.0,10.0,0,0.0,,,
2019-07-10 19:09:07,"Upper Power",47h 31m,"Lat Pulldown (Cable)",4,65.0,12.0,0,0.0,,,
2019-07-10 19:09:07,"Upper Power",47h 31m,"Shoulder Press (Machine)",1,121.25,10.0,0,0.0,"",,
2019-07-10 19:09:07,"Upper Power",47h 31m,"Shoulder Press (Machine)",2,132.28,10.0,0,0.0,,,
2019-07-10 19:09:07,"Upper Power",47h 31m,"Shoulder Press (Machine)",3,143.3,10.0,0,0.0,,,
2019-07-10 19:09:07,"Upper Power",47h 31m,"Triceps Extension (Cable)",1,20.0,12.0,0,0.0,"",,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Squat (Barbell)",1,80.0,10.0,0,0.0,"","",
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Squat (Barbell)",2,80.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Squat (Barbell)",3,80.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Squat (Barbell)",4,80.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Squat (Barbell)",5,80.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Squat (Barbell)",6,80.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Squat (Barbell)",7,80.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Squat (Barbell)",8,80.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Squat (Barbell)",9,80.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Squat (Barbell)",10,80.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Seated Leg Curl (Machine)",1,60.0,10.0,0,0.0,"",,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Seated Leg Curl (Machine)",2,60.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Seated Leg Curl (Machine)",3,60.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Seated Leg Curl (Machine)",4,60.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Seated Leg Curl (Machine)",5,60.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Seated Leg Curl (Machine)",6,60.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Seated Leg Curl (Machine)",7,60.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Seated Leg Curl (Machine)",8,60.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Seated Leg Curl (Machine)",9,60.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Seated Leg Curl (Machine)",10,60.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Calf Press on Seated Leg Press",1,65.0,10.0,0,0.0,"",,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Calf Press on Seated Leg Press",2,65.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Calf Press on Seated Leg Press",3,65.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Hanging Leg Raise",1,0.0,10.0,0,0.0,"",,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Hanging Leg Raise",2,0.0,10.0,0,0.0,,,
2019-07-12 18:40:31,"Evening Workout",3h 46m,"Hanging Leg Raise",3,0.0,10.0,0,0.0,,,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Bench Press (Barbell)",1,105.0,4.0,0,0.0,"","",
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Bench Press (Barbell)",2,10.0,4.0,0,0.0,,,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Bench Press (Barbell)",3,105.0,4.0,0,0.0,,,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Bench Press (Barbell)",4,105.0,4.0,0,0.0,,,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Bench Press (Barbell)",5,105.0,4.0,0,0.0,,,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Bench Press (Barbell)",6,105.0,3.0,0,0.0,,,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Shoulder Press (Machine)",1,143.3,10.0,0,0.0,"",,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Shoulder Press (Machine)",2,143.3,8.0,0,0.0,,,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Shoulder Press (Machine)",3,143.3,7.0,0,0.0,,,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Chest Dip",1,20.0,10.0,0,0.0,"",,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Chest Dip",2,20.0,10.0,0,0.0,,,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Chest Dip",3,20.0,10.0,0,0.0,,,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Chest Fly (Band)",1,10.0,12.0,0,0.0,"",,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Chest Fly (Band)",2,10.0,12.0,0,0.0,,,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Chest Fly (Band)",3,10.0,12.0,0,0.0,,,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Skullcrusher (Dumbbell)",1,10.0,12.0,0,0.0,"",,
2019-07-15 14:19:19,"Afternoon Workout",28h 11m,"Skullcrusher (Dumbbell)",2,12.0,10.0,0,0.0,,,
2019-07-16 18:31:22,"Evening Workout",1.032h 23m,"Pull Up",1,0,8.0,0,0.0,"","",
2019-07-16 18:31:22,"Evening Workout",1.032h 23m,"Pull Up",2,0,8.0,0,0.0,,,
2019-07-16 18:31:22,"Evening Workout",1.032h 23m,"Pull Up",3,0,6.0,0,0.0,,,
2019-07-16 18:31:22,"Evening Workout",1.032h 23m,"Pull Up",4,0,8.0,0,0.0,,,
2019-07-16 18:31:22,"Evening Workout",1.032h 23m,"Pull Up",5,0,8.0,0,0.0,,,
2019-07-16 18:31:22,"Evening Workout",1.032h 23m,"Pull Up",6,0,7.0,0,0.0,,,
2019-07-16 18:31:22,"Evening Workout",1.032h 23m,"T Bar Row",1,50.0,10.0,0,0.0,"",,
2019-07-16 18:31:22,"Evening Workout",1.032h 23m,"T Bar Row",2,50.0,10.0,0,0.0,,,
2019-07-16 18:31:22,"Evening Workout",1.032h 23m,"T Bar Row",3,50.0,10.0,0,0.0,,,
2019-07-16 18:31:22,"Evening Workout",1.032h 23m,"T Bar Row",4,50.0,10.0,0,0.0,,,
2019-07-16 18:31:22,"Evening Workout",1.032h 23m,"T Bar Row",5,50.0,10.0,0,0.0,,,
2019-07-16 18:31:22,"Evening Workout",1.032h 23m,"Iso-Lateral Row (Machine)",1,40.0,12.0,0,0.0,"",,
2019-07-16 18:31:22,"Evening Workout",1.032h 23m,"Iso-Lateral Row (Machine)",2,50.0,12.0,0,0.0,,,
2019-07-16 18:31:22,"Evening Workout",1.032h 23m,"Iso-Lateral Row (Machine)",3,50.0,12.0,0,0.0,,,
2019-08-28 18:54:47,"Evening Workout",1h 1m,"Sumo Deadlift (Barbell)",1,160.0,5.0,0,0.0,"","",
2019-08-28 18:54:47,"Evening Workout",1h 1m,"Sumo Deadlift (Barbell)",2,160.0,5.0,0,0.0,,,
2019-08-28 18:54:47,"Evening Workout",1h 1m,"Sumo Deadlift (Barbell)",3,160.0,5.0,0,0.0,,,
2019-08-28 18:54:47,"Evening Workout",1h 1m,"Sumo Deadlift (Barbell)",4,160.0,3.0,0,0.0,,,
2019-08-28 18:54:47,"Evening Workout",1h 1m,"Sumo Deadlift (Barbell)",5,160.0,4.0,0,0.0,,,
2019-08-28 18:54:47,"Evening Workout",1h 1m,"Sumo Deadlift (Barbell)",6,125.0,8.0,0,0.0,,,
2019-08-28 18:54:47,"Evening Workout",1h 1m,"Sumo Deadlift (Barbell)",7,125.0,8.0,0,0.0,,,
2019-08-28 18:54:47,"Evening Workout",1h 1m,"Sumo Deadlift (Barbell)",8,125.0,8.0,0,0.0,,,
2019-08-28 18:54:47,"Evening Workout",1h 1m,"T Bar Row",1,60.0,5.0,0,0.0,"",,
2019-08-28 18:54:47,"Evening Workout",1h 1m,"T Bar Row",2,60.0,8.0,0,0.0,,,
2019-08-28 18:54:47,"Evening Workout",1h 1m,"T Bar Row",3,60.0,8.0,0,0.0,,,
2019-08-28 18:54:47,"Evening Workout",1h 1m,"T Bar Row",4,45.0,10.0,0,0.0,,,
2019-08-28 18:54:47,"Evening Workout",1h 1m,"T Bar Row",5,45.0,8.0,0,0.0,,,
2019-08-28 18:54:47,"Evening Workout",1h 1m,"Lat Pulldown (Machine)",1,65.0,8.0,0,0.0,"",,
2019-08-28 18:54:47,"Evening Workout",1h 1m,"Lat Pulldown (Machine)",2,65.0,8.0,0,0.0,,,
2019-08-28 18:54:47,"Evening Workout",1h 1m,"Lat Pulldown (Machine)",3,40.0,20.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Press (Machine)",1,60.0,15.0,0,0.0,"","",
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Press (Machine)",2,60.0,15.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Press (Machine)",3,60.0,10.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Press (Machine)",4,50.0,10.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Press (Machine)",5,50.0,10.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Press (Machine)",6,50.0,10.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Press (Machine)",7,50.0,12.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Press (Machine)",8,50.0,12.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Press (Machine)",9,50.0,12.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Press (Machine)",10,50.0,12.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Incline Bench Press (Dumbbell)",1,18.0,15.0,0,0.0,"",,
2019-09-08 16:09:41,"Chest Triceps",35m,"Incline Bench Press (Dumbbell)",2,24.0,12.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Incline Bench Press (Dumbbell)",3,24.0,11.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Incline Bench Press (Dumbbell)",4,24.0,9.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Incline Bench Press (Dumbbell)",5,24.0,8.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Fly",1,12.0,15.0,0,0.0,"",,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Fly",2,12.0,15.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Fly",3,12.0,15.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Fly",4,12.0,15.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Fly",5,12.0,15.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Dip",1,0.0,10.0,0,0.0,"",,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Dip",2,0.0,9.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Chest Dip",3,0.0,9.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Bench Press - Close Grip (Barbell)",1,60.0,10.0,0,0.0,"",,
2019-09-08 16:09:41,"Chest Triceps",35m,"Bench Press - Close Grip (Barbell)",2,60.0,10.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Bench Press - Close Grip (Barbell)",3,60.0,7.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Bench Press - Close Grip (Barbell)",4,60.0,8.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Bench Press - Close Grip (Barbell)",5,60.0,8.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Triceps Dip",1,90.0,15.0,0,0.0,"",,
2019-09-08 16:09:41,"Chest Triceps",35m,"Triceps Dip",2,90.0,15.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Triceps Dip",3,90.0,13.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Triceps Dip",4,90.0,13.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Triceps Extension (Cable)",1,17.5,12.0,0,0.0,"",,
2019-09-08 16:09:41,"Chest Triceps",35m,"Triceps Extension (Cable)",2,17.5,9.0,0,0.0,,,
2019-09-08 16:09:41,"Chest Triceps",35m,"Triceps Extension (Cable)",3,17.5,10.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Leg Press",1,130.0,15.0,0,0.0,"","",
2019-09-11 19:08:55,"Bacak Kalf",45m,"Leg Press",2,130.0,15.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Leg Press",3,130.0,17.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Leg Press",4,130.0,16.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Leg Press",5,130.0,15.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Leg Press",6,130.0,17.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Leg Press",7,130.0,15.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Leg Press",8,130.0,15.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Leg Press",9,130.0,15.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Leg Press",10,130.0,15.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Seated Leg Curl (Machine)",1,50.0,15.0,0,0.0,"",,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Seated Leg Curl (Machine)",2,50.0,15.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Seated Leg Curl (Machine)",3,50.0,15.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Seated Leg Curl (Machine)",4,50.0,15.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Seated Leg Curl (Machine)",5,50.0,22.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Calf Press on Seated Leg Press",1,50.0,20.0,0,0.0,"",,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Calf Press on Seated Leg Press",2,50.0,20.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Calf Press on Seated Leg Press",3,50.0,20.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Calf Press on Seated Leg Press",4,50.0,20.0,0,0.0,,,
2019-09-11 19:08:55,"Bacak Kalf",45m,"Calf Press on Seated Leg Press",5,50.0,20.0,0,0.0,,,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Leg Extension (Machine)",1,40.0,15.0,0,0.0,"","",
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Leg Extension (Machine)",2,40.0,15.0,0,0.0,,,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Leg Extension (Machine)",3,40.0,15.0,0,0.0,,,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Seated Leg Press (Machine)",1,120.0,15.0,0,0.0,"",,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Seated Leg Press (Machine)",2,140.0,15.0,0,0.0,,,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Seated Leg Press (Machine)",3,140.0,15.0,0,0.0,,,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Seated Leg Press (Machine)",4,140.0,15.0,0,0.0,,,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Romanian Deadlift (Barbell)",1,60.0,12.0,0,0.0,"",,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Romanian Deadlift (Barbell)",2,60.0,12.0,0,0.0,,,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Romanian Deadlift (Barbell)",3,60.0,12.0,0,0.0,,,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Seated Leg Curl (Machine)",1,50.0,15.0,0,0.0,"",,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Seated Leg Curl (Machine)",2,50.0,15.0,0,0.0,,,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Seated Leg Curl (Machine)",3,40.0,15.0,0,0.0,,,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Seated Leg Curl (Machine)",4,40.0,25.0,0,0.0,,,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Standing Calf Raise (Barbell)",1,40.0,15.0,0,0.0,"",,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Standing Calf Raise (Barbell)",2,60.0,15.0,0,0.0,,,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Standing Calf Raise (Barbell)",3,60.0,15.0,0,0.0,,,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Seated Calf Raise (Machine)",1,55.0,15.0,0,0.0,"",,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Seated Calf Raise (Machine)",2,55.0,15.0,0,0.0,,,
2019-09-15 17:16:18,"Afternoon Workout",1h 16m,"Seated Calf Raise (Machine)",3,55.0,15.0,0,0.0,,,
2019-09-17 20:43:29,"Evening Workout",1h 38m,"Bench Press (Barbell)",1,100.0,5.0,0,0.0,"","",
2019-09-17 20:43:29,"Evening Workout",1h 38m,"Bench Press (Barbell)",2,100.0,5.0,0,0.0,,,
2019-09-17 20:43:29,"Evening Workout",1h 38m,"Bench Press (Barbell)",3,100.0,5.0,0,0.0,,,
2019-09-17 20:43:29,"Evening Workout",1h 38m,"Bench Press (Barbell)",4,100.0,5.0,0,0.0,,,
2019-09-17 20:43:29,"Evening Workout",1h 38m,"Bench Press (Barbell)",5,100.0,5.0,0,0.0,,,
2019-09-17 20:43:29,"Evening Workout",1h 38m,"Strict Military Press (Barbell)",1,60.0,5.0,0,0.0,"",,
2019-09-17 20:43:29,"Evening Workout",1h 38m,"Strict Military Press (Barbell)",2,60.0,5.0,0,0.0,,,
2019-09-17 20:43:29,"Evening Workout",1h 38m,"Strict Military Press (Barbell)",3,60.0,5.0,0,0.0,,,
2019-09-17 20:43:29,"Evening Workout",1h 38m,"Strict Military Press (Barbell)",4,60.0,5.0,0,0.0,,,
